X[m]	Nd[m^-3]	ux[m/s]	uy[m/s]	uz[m/s]	u2x[(m/s)^2]	u2y[(m/s)^2]	u2z[(m/s)^2]	Ttrx[K]	Ttry[K]	Ttrz[K]	Ttr[K]
3.2853e-05	2.6207e+24	1.05751	18.8845	6.89649	76600.8	87356.9	75917.4	308.619	362.775	290.533	320.643
3.29977e-05	2.95058e+24	9.50536	2.27845	4.91141	86393.7	83784.2	79011.2	355.071	334.671	322.994	337.579
3.31424e-05	2.45576e+24	9.58227	-3.70454	14.5444	92153.2	81981.3	76916.3	360.797	321.011	283.986	321.932
3.32872e-05	2.6207e+24	6.36419	-9.90117	24.7511	83639	82133.9	66393.3	335.507	284.446	265.562	295.172
3.34319e-05	2.56572e+24	-26.2785	-5.34516	15.5622	91416	105765	86026.2	360.439	405.844	363.4	376.561
3.35766e-05	2.58404e+24	-57.7615	5.88129	1.27722	99044.7	68586.6	81994.7	380.269	283.376	328.197	330.614
3.37213e-05	2.74898e+24	-13.3805	2.25951	-2.33924	83944.5	83699.1	75323.2	322.836	330.609	311.745	321.73
3.38661e-05	2.50157e+24	21.4068	18.7019	18.3158	88336.6	85156.1	89472.6	318.833	318.985	289.675	309.164
3.40108e-05	2.64819e+24	30.5092	-15.6442	11.2203	93188.7	88668.2	79917.3	349.216	360.938	330.934	347.029
3.41555e-05	2.76731e+24	2.08064	-8.51781	-30.9782	94476.5	72591	91790.2	352.562	308.391	367.021	342.658
3.43002e-05	2.45576e+24	6.44741	-18.4205	7.32785	86652.1	88127.1	87791.5	387.2	337.451	340.638	355.097
3.4445e-05	2.55655e+24	-27.5633	-9.19166	-8.24289	84800.5	82196	104326	310.947	322.518	393.656	342.374
3.45897e-05	2.51074e+24	-2.15091	-2.37604	-17.2354	87412.8	75074.7	78133.1	354.927	322.173	334.353	337.151
3.47344e-05	2.37329e+24	-1.8607	-7.31345	9.91917	86132.2	81363.2	81526.9	346.063	283.546	346.998	325.536
3.48792e-05	2.87727e+24	22.5024	23.036	-33.4166	74586.9	91216.2	82864.2	325.021	333.671	309.785	322.826
3.50239e-05	2.68484e+24	-44.7225	37.0505	3.68486	84653.9	87071.8	86403.1	349.21	354.75	346.364	350.108
3.51686e-05	2.54739e+24	-3.53876	1.7473	-0.500282	86489	75679	89659.2	360.189	296.351	368.149	341.563
3.53133e-05	2.61153e+24	21.0206	1.68592	4.24703	85393	75322.4	89181.4	315.179	300.571	323.085	312.945
3.54581e-05	2.68484e+24	19.8619	-7.34689	-11.9228	66468.8	75383.1	89944.6	282.09	316.024	352.2	316.771
3.56028e-05	2.73982e+24	-25.7935	-16.7005	30.5845	80475.8	85463.4	81976	324.629	351.438	325.113	333.727
3.57475e-05	2.6207e+24	18.0339	-28.5944	-11.3825	83435.8	81843.8	75431.7	346.503	324	300.924	323.809
3.58922e-05	3.02388e+24	13.919	11.3418	-0.608746	78753	72563.9	76586.7	286.387	293.439	316.853	298.893
3.6037e-05	2.63902e+24	-17.1821	19.0271	16.6198	86670.9	75503.4	95062.2	332.074	314.691	338.509	328.425
3.61817e-05	2.54739e+24	-1.7308	-21.1108	-17.0345	79787.4	68150.6	78044.4	311.845	252.587	291.795	285.409
3.63264e-05	2.90476e+24	-21.1603	14.9729	16.0352	90979.9	98431.7	83464.8	370.645	409	325.677	368.441
3.64711e-05	2.64819e+24	14.5959	9.62136	-41.5409	86593.4	71837.3	75542.1	373.877	295.901	283.678	317.819
3.66159e-05	2.74898e+24	-13.5503	26.3996	-17.9312	73937.9	81218.3	89947.2	301.885	324.326	361.797	329.336
3.67606e-05	2.56572e+24	-8.96897	3.8404	-24.9181	75970	66568.4	81337.1	316.741	272.917	331.882	307.18
3.69053e-05	2.85894e+24	33.3299	-23.5395	-18.9775	78606.3	84774.5	79949.2	314.347	350.454	333.875	332.892
3.70501e-05	2.7948e+24	13.7839	14.4778	17.1436	85318.2	83011	91390	359.073	330.768	370.665	353.502
3.71948e-05	2.61153e+24	20.656	53.4558	-13.1209	87381.8	90226.6	90648.6	300.014	354.372	368.801	341.062
3.73395e-05	2.77647e+24	-13.2924	6.70215	-18.7244	74665.4	70978.9	86432.4	314.394	309.559	323.032	315.662
3.74842e-05	2.66651e+24	-4.6103	-4.23715	13.4804	83893.6	83205	90414.6	339.296	344.779	375.343	353.139
3.7629e-05	2.95058e+24	-10.9507	-1.1327	12.3227	80250.7	80377.1	81790.8	328.033	323.895	283.868	311.932
3.77737e-05	2.55655e+24	-18.5372	18.7732	5.64384	71686.1	79874.4	86525	295.766	336.646	279.426	303.946
3.79184e-05	2.67568e+24	-19.018	-16.5528	-7.59057	74283.6	86629.2	73210.9	294.279	317.201	321.722	311.067
3.80631e-05	2.73066e+24	18.815	-1.03195	14.0816	73374.7	76315.9	68791.9	301.027	323.587	293.877	306.164
3.82079e-05	2.7948e+24	-22.3593	-7.48975	-14.2717	77176.8	75783.8	67432.3	337.106	321.262	279.845	312.738
3.83526e-05	2.50157e+24	-64.4318	-20.7152	-1.87735	87613.3	81544.4	77600.5	301.328	295.012	314.154	303.498
3.84973e-05	2.80396e+24	-29.0262	-30.7951	-5.61221	79888.8	84923.2	82842.7	319.898	346.071	334.898	333.622
3.8642e-05	2.71233e+24	-17.3771	-26.1424	-27.9826	84489.4	77908.4	76898	364.404	327.761	295.399	329.188
3.87868e-05	2.72149e+24	32.6709	21.21	-7.02529	81348.8	80544.5	97357.3	331.94	325.588	384.152	347.227
3.89315e-05	2.85894e+24	-35.4367	11.137	-4.37596	75395.2	99888.3	75553.2	313.946	393.997	310.889	339.61
3.90762e-05	2.56572e+24	-14.8436	8.54519	16.6847	78798	80969.8	98296.9	330.349	325.653	412.519	356.174
3.9221e-05	2.65735e+24	32.9638	12.8703	-14.8659	79938.8	75546.7	72274.1	292.724	296.148	287.267	292.046
3.93657e-05	2.84062e+24	-13.1575	23.5991	15.7889	83418.3	76248.6	77373	348.014	312.272	304.78	321.689
3.95104e-05	2.97807e+24	25.487	4.35873	39.617	80778.2	79511.9	72225.6	323.393	323.696	289.31	312.133
3.96551e-05	2.8956e+24	-10.7008	15.9395	5.23148	81616	81044.7	88581	321.87	337.83	368.598	342.766
3.97999e-05	3.01472e+24	26.7477	-5.19736	-24.1865	79717.3	76886.3	76052.8	325.167	307.51	309.029	313.902
3.99446e-05	2.6207e+24	-10.3077	4.48105	18.0363	69121.6	75143.9	97312.3	285.618	310.313	373.686	323.206
4.00893e-05	2.59321e+24	-11.9609	5.09613	-3.2379	83956.2	82310.7	97034.9	355.486	352.648	377.329	361.821
4.0234e-05	2.67568e+24	-39.1574	-12.0661	-22.8839	70350.4	74722.4	76245.6	245.602	292.18	310.499	282.76
4.03788e-05	2.80396e+24	-13.1586	34.8565	0.544048	96722.7	89602.8	63144.8	429.088	368.151	270.743	355.994
4.05235e-05	2.84062e+24	19.0632	-14.6406	-6.52246	85118.9	83442	71911.5	358.502	335.187	313.376	335.688
4.06682e-05	2.64819e+24	1.26151	-6.99987	6.85828	71640	72564.7	77364.9	281.274	288.124	339.987	303.128
4.0813e-05	2.83145e+24	17.9937	-19.6357	-13.9876	77805.9	81006.3	76389.1	298.634	320.287	327.59	315.503
4.09577e-05	2.7948e+24	-12.1642	28.9228	-7.68534	74881.2	82485.1	89964	302.891	351.184	375.897	343.324
4.11024e-05	2.84062e+24	2.28154	-38.1303	-42.0666	92156.2	66495.9	73678.2	368.72	277.819	297.506	314.682
4.12471e-05	3.10635e+24	23.5461	8.91709	-0.951018	77937.6	85707.5	75236.8	309.748	344.426	300.603	318.259
4.13919e-05	2.91392e+24	-27.3634	12.0338	-1.01115	77240.1	93784.6	81690.6	323.691	366.858	349.398	346.649
4.15366e-05	2.78564e+24	19.1262	-11.1144	7.15353	85291.6	79215	76509.9	309.023	300.932	322.701	310.885
4.16813e-05	2.75815e+24	14.2355	-21.8618	19.1809	71848.3	78614.9	79650.2	281.406	261.828	307.708	283.647
4.1826e-05	2.7948e+24	-1.95664	-17.2961	-23.3483	83796.1	80813.3	78156.8	320.814	332.471	302.371	318.552
4.19708e-05	2.60237e+24	23.6127	-31.3919	18.2461	64708.4	85111.6	73785.9	276.856	351.751	292.277	306.961
4.21155e-05	2.76731e+24	15.473	-16.6237	36.0615	94395.7	81108.3	89185.4	393.756	352.167	364.491	370.138
4.22602e-05	2.97807e+24	0.866648	-15.865	21.2843	68918.4	80634.8	81652.4	280.87	335.324	335.608	317.267
4.24049e-05	2.62986e+24	6.54733	17.4444	7.79576	75932.6	85106.5	78239.1	316.908	335.646	299.59	317.381
4.25497e-05	2.52906e+24	11.2928	-18.0877	-38.5985	78277.9	75004.4	83877.8	296.667	278.371	343.148	306.062
4.26944e-05	2.76731e+24	22.4521	15.7704	10.2193	76267.1	77841.3	74319.5	291.799	318.353	294.438	301.53
4.28391e-05	2.65735e+24	-21.7985	-11.5423	-9.90313	77426.4	73375.3	72939.2	327.161	296.217	295.215	306.198
4.29839e-05	2.7948e+24	-13.1859	11.1341	-9.54534	68533	84288.7	69683.9	287.331	356.157	285.659	309.715
4.31286e-05	2.71233e+24	11.5484	0.0432415	23.6868	74535.4	79288.3	73777.9	293.271	327.379	296.594	305.748
4.32733e-05	2.94141e+24	-0.18994	-12.0561	29.2922	80130.4	69130	73995.3	334.104	279.263	308.223	307.197
4.3418e-05	2.76731e+24	45.1578	3.5248	13.0813	75043.4	73156.4	78863.1	272.767	252.264	283.459	269.497
4.35628e-05	2.82229e+24	6.11044	1.19999	7.39972	91555.2	72438.9	70077.8	384.241	309.498	298.382	330.707
4.37075e-05	2.95058e+24	-7.78368	19.8437	24.1143	86205.4	88694	68439.4	328.226	364.075	286.55	326.284
4.38522e-05	2.91392e+24	10.7041	-45.4307	6.76448	85934.4	72724.6	79381.4	339.017	312.263	342.783	331.354
4.39969e-05	2.41911e+24	-18.0659	16.5819	10.1239	67971.1	74952.6	81652.2	273.185	301.341	320.038	298.188
4.41417e-05	2.78564e+24	-18.1749	15.8495	15.8207	63407	70743.9	68489.2	272.054	289.464	270.064	277.194
4.42864e-05	2.78564e+24	-8.22445	7.59119	17.7914	69735.2	67166.1	83478.7	294.301	276.68	323.508	298.163
4.44311e-05	2.87727e+24	-15.2864	21.7211	-2.72793	74868.7	66827.4	75458.9	285.632	264.112	291.132	280.292
4.45758e-05	2.92309e+24	5.40644	-15.5569	-6.73707	90115.8	68886.1	56332.7	380.62	302.95	235.681	306.417
4.47206e-05	3.12468e+24	21.082	16.263	-8.35374	73869.9	84825.3	71001.2	317.632	358.439	295.912	323.994
4.48653e-05	2.694e+24	-15.7761	20.1169	32.6943	64792.7	74625.4	84147	227.845	312.748	331.692	290.761
4.501e-05	2.84978e+24	9.40788	2.48282	-36.3798	63322.7	77060.8	68589.9	244.409	302.249	244.946	263.868
4.51548e-05	2.84062e+24	-20.0605	-3.89882	21.5389	74164.5	81785.8	78443.1	329.242	328.437	317.173	324.951
